street_name,type,s_node_id,e_node_id,long_snode,lat_snode,long_enode,lat_enode
Đường Kinh Dương Vương,primary_link,4984435433,4984435434,106.6340155,10.7536344,106.6341121,10.7535984
Đường Kinh Dương Vương,primary_link,4984435434,4984435435,106.6341121,10.7535984,106.6341746,10.7535852
Đường Kinh Dương Vương,primary_link,4984435435,4984435436,106.6341746,10.7535852,106.6342441,10.7535627
Đường Kinh Dương Vương,fuel,5797841733,5797843768,106.6142093,10.7364711,106.6142699,10.7365884
Đường Kinh Dương Vương,fuel,5797843768,5797843767,106.6142699,10.7365884,106.6144819,10.7369362
Đường Kinh Dương Vương,government,5797843767,5797843766,106.6144819,10.7369362,106.6145519,10.737047
Đường Kinh Dương Vương,government,5797843766,5797843763,106.6145519,10.737047,106.6146698,10.7372336
Đường Kinh Dương Vương,fuel,5797841740,5797841741,106.6149888,10.73825,106.6147828,10.7379148
Đường Kinh Dương Vương,fuel,5797841742,5797841743,106.6146944,10.7377688,106.6145308,10.7374776
Đường Kinh Dương Vương,fuel,5797841743,5797841732,106.6145308,10.7374776,106.614443,10.737327
Đường Kinh Dương Vương,fuel,5797841732,5797843775,106.614443,10.737327,106.6143555,10.737177
Đường Kinh Dương Vương,fuel,5797843775,5797843776,106.6143555,10.737177,106.6140618,10.7367184
Đường Kinh Dương Vương,fuel,5797843776,5797843773,106.6140618,10.7367184,106.61396,10.7365552
Đường Kinh Dương Vương,fuel,5797843773,5797843777,106.61396,10.7365552,106.6138887,10.736447
Đường Kinh Dương Vương,fuel,5797843777,5797843772,106.6138887,10.736447,106.6137691,10.7362454
Đường Kinh Dương Vương,fuel,5797843772,5797843778,106.6137691,10.7362454,106.6136611,10.73604
Đường Kinh Dương Vương,fuel,5797843778,5797843771,106.6136611,10.73604,106.6135962,10.7359416
Đường Kinh Dương Vương,fuel,5797843771,5797843779,106.6135962,10.7359416,106.6133421,10.7355164
Đường Kinh Dương Vương,house,5797843779,5797843770,106.6133421,10.7355164,106.6132954,10.7354418
Đường Kinh Dương Vương,house,5797843770,5797843780,106.6132954,10.7354418,106.613206,10.7352832
Đường Kinh Dương Vương,house,5797843780,5797843781,106.613206,10.7352832,106.6127995,10.734601
Đường Kinh Dương Vương,primary,5797843781,5797843782,106.6127995,10.734601,106.6127956,10.7344601
Đường Kinh Dương Vương,tertiary,5797843791,5797843790,106.6129379,10.7344512,106.6130406,10.7345303
Đường Kinh Dương Vương,tertiary,5797843790,5797843789,106.6130406,10.7345303,106.6133227,10.7349889
Đường Kinh Dương Vương,fuel,5797843789,5797843783,106.6133227,10.7349889,106.6134741,10.7352358
Đường Kinh Dương Vương,fuel,5797843783,5797843788,106.6134741,10.7352358,106.6135327,10.7353463
Đường Kinh Dương Vương,fuel,5797843788,5797843784,106.6135327,10.7353463,106.6137731,10.7357579
Đường Kinh Dương Vương,fuel,5797843784,5797843787,106.6137731,10.7357579,106.61384,10.7358603
Đường Kinh Dương Vương,fuel,5797843787,5797843786,106.61384,10.7358603,106.6141221,10.7363247
Đường Kinh Dương Vương,fuel,5797843786,5797841733,106.6141221,10.7363247,106.6142093,10.7364711
Đường Kinh Dương Vương,marketplace,5797843758,5797843757,106.619195,10.7416884,106.6193055,10.7417938
Đường Kinh Dương Vương,marketplace,5797843757,5797843801,106.6193055,10.7417938,106.6193956,10.7418917
Đường Kinh Dương Vương,primary,5797843801,5797843792,106.6193956,10.7418917,106.6194575,10.7419439
Đường Kinh Dương Vương,bus_stop,5797843792,5797843800,106.6194575,10.7419439,106.619655,10.7421047
Đường Kinh Dương Vương,marketplace,5797843800,5797843793,106.619655,10.7421047,106.6199553,10.7423509
Đường Kinh Dương Vương,house,5797843793,5797843799,106.6199553,10.7423509,106.6199784,10.742377
Đường Kinh Dương Vương,house,5797843799,5797843798,106.6199784,10.742377,106.6203303,10.7426598
Đường Kinh Dương Vương,fuel,5797843798,5797843794,106.6203303,10.7426598,106.620641,10.7429149
Đường Kinh Dương Vương,fuel,5797843794,5797843797,106.620641,10.7429149,106.6206875,10.7429566
Đường Kinh Dương Vương,fuel,5797843797,5797843796,106.6206875,10.7429566,106.6209984,10.743222
Đường Kinh Dương Vương,bus_stop,5797843796,5797843795,106.6209984,10.743222,106.6210464,10.7432709
Đường Kinh Dương Vương,primary,5797843795,5797843756,106.6210464,10.7432709,106.6211723,10.7433651
Đường Kinh Dương Vương,clothes,5797843756,5797843755,106.6211723,10.7433651,106.6214534,10.7435811
Đường Kinh Dương Vương,clothes,5797843755,5798012292,106.6214534,10.7435811,106.6214772,10.7436008
Đường Kinh Dương Vương,clothes,5798012292,5797843754,106.6214772,10.7436008,106.6216609,10.7437563
Đường Kinh Dương Vương,fuel,5797841750,5797843805,106.6212539,10.7437615,106.6212059,10.7437245
Đường Kinh Dương Vương,fuel,5797843805,5797843806,106.6212059,10.7437245,106.6211637,10.7436899
Đường Kinh Dương Vương,fuel,5797843806,5797843807,106.6211637,10.7436899,106.6207621,10.7433547
Đường Kinh Dương Vương,fuel,5797843803,5797843808,106.6207225,10.7433184,106.6203196,10.7429741
Đường Kinh Dương Vương,tertiary,5797843808,5797841749,106.6203196,10.7429741,106.6202296,10.7428957
Đường Kinh Dương Vương,yes,5797843811,5797843812,106.6234597,10.7455216,106.6233869,10.7455368
Đường Kinh Dương Vương,yes,5797843812,5797843813,106.6233869,10.7455368,106.6232351,10.7454125
Đường Kinh Dương Vương,yes,5797843813,5797843810,106.6232351,10.7454125,106.6230902,10.7452866
Đường Kinh Dương Vương,yes,5797843814,5797843815,106.6230775,10.7452699,106.6226137,10.7448736
Đường Kinh Dương Vương,yes,5797843815,5797843764,106.6226137,10.7448736,106.6225322,10.7448078
Đường Kinh Dương Vương,fuel,5797843764,5797843818,106.6225322,10.7448078,106.6224413,10.7447304
Đường Kinh Dương Vương,fuel,5797843818,5797843819,106.6224413,10.7447304,106.6222992,10.7446047
Đường Kinh Dương Vương,fuel,5797843819,5797843820,106.6222992,10.7446047,106.6217003,10.7441229
Đường Kinh Dương Vương,fuel,5797843820,5817150429,106.6217003,10.7441229,106.6215635,10.7440205
Đường Kinh Dương Vương,fuel,5817150429,5797843821,106.6215635,10.7440205,106.6215517,10.7440117
Đường Kinh Dương Vương,fuel,5797843821,5798012291,106.6215517,10.7440117,106.6213091,10.7438039
Đường Kinh Dương Vương,fuel,5798012291,5797841750,106.6213091,10.7438039,106.6212539,10.7437615
Đường Kinh Dương Vương,clothes,5797843754,5797843831,106.6216609,10.7437563,106.6217347,10.7438118
Đường Kinh Dương Vương,fuel,5797843831,5797843830,106.6217347,10.7438118,106.6220344,10.7440949
Đường Kinh Dương Vương,bus_stop,5797843830,5797843823,106.6220344,10.7440949,106.6221504,10.7441977
Đường Kinh Dương Vương,bus_stop,5797843823,5797843829,106.6221504,10.7441977,106.6222636,10.744287
Đường Kinh Dương Vương,bus_stop,5797843829,5797843828,106.6222636,10.744287,106.6225373,10.7445157
Đường Kinh Dương Vương,bus_stop,5797843828,5797843827,106.6225373,10.7445157,106.6228891,10.7448107
Đường Kinh Dương Vương,dentist,5797843827,5797843826,106.6228891,10.7448107,106.6231764,10.7449886
Đường Kinh Dương Vương,house,5797843826,5797843825,106.6231764,10.7449886,106.623375,10.7450855
Đường Kinh Dương Vương,house,5797843825,5797843824,106.623375,10.7450855,106.6234018,10.7452324
Đường Kinh Dương Vương,tertiary,5797841749,5797843835,106.6202296,10.7428957,106.620144,10.7428367
Đường Kinh Dương Vương,tertiary,5797843835,5797843836,106.620144,10.7428367,106.6200904,10.742796
Đường Kinh Dương Vương,tertiary,5797843836,5797843837,106.6200904,10.742796,106.6197812,10.7425307
Đường Kinh Dương Vương,tertiary,5797843837,5797843833,106.6197812,10.7425307,106.6197033,10.7424551
Đường Kinh Dương Vương,tertiary,5797843833,5797843838,106.6197033,10.7424551,106.6195982,10.7423648
Đường Kinh Dương Vương,tertiary,5797843838,5797843839,106.6195982,10.7423648,106.6192634,10.7420994
Đường Kinh Dương Vương,tertiary,5797843839,5797841734,106.6192634,10.7420994,106.6190711,10.7419544
Đường Kinh Dương Vương,house,5797841734,5797843843,106.6190711,10.7419544,106.6187896,10.7417031
Đường Kinh Dương Vương,house,5797843843,5797843844,106.6187896,10.7417031,106.6186955,10.7416281
Đường Kinh Dương Vương,house,5797843844,5797843841,106.6186955,10.7416281,106.61846,10.7414323
