long,lat,junction,id,tags.railway_level_crossing,tags.railway_no,tags.railway_station,tags.crossing_traffic_signals,tags.crossing_zebra,tags.highway_crossing,tags.highway_no,tags.highway_traffic_signals
106.6443078,10.8326063,0,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6777939,10.8412476,1,31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6580009,10.7608606,0,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6634893,10.8350828,0,33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.7306955,10.7935921,0,34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6756995,10.8011427,0,35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6966309,10.8113412,0,36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.643825,10.7578558,0,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6720271,10.8292954,0,38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6522035,10.7620489,1,39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.7275178,10.8335624,0,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.5977085,10.8883195,0,41,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6526588,10.7584084,1,42,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.7290101,10.834751,0,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106.6682969,10.7927968,0,44,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
