street_name,type,s_node_id,e_node_id,long_snode,lat_snode,long_enode,lat_enode
Quốc lộ 1,primary_link,4068481134,4068481135,106.7238101,10.864783,106.7239006,10.8647469
Quốc lộ 1,primary_link,4068481135,2240992107,106.7239006,10.8647469,106.7239904,10.864685
Quốc lộ 1,primary_link,2240992107,4068481163,106.7239904,10.864685,106.7241285,10.8645813
Quốc lộ 1,trunk_link,5733511257,5733511256,106.6314782,10.8515974,106.6315442,10.8516631
Quốc lộ 1,trunk_link,2210737289,2210737294,106.6262176,10.8505345,106.6262876,10.8505669
Quốc lộ 1,trunk_link,2210737294,2210737289,106.6262876,10.8505669,106.6262176,10.8505345
Quốc lộ 1,trunk_link,2210737294,2210737299,106.6262876,10.8505669,106.6263455,10.8505963
Quốc lộ 1,trunk_link,2210737299,2210737294,106.6263455,10.8505963,106.6262876,10.8505669
Quốc lộ 1,trunk_link,2210737289,5733511275,106.6262176,10.8505345,106.6260615,10.8504555
Quốc lộ 1,trunk_link,5733511275,2210737290,106.6260615,10.8504555,106.6258311,10.8502831
Quốc lộ 1,tertiary,2931027768,4069486206,106.6264772,10.8500414,106.6257738,10.8497043
Quốc lộ 1,tertiary,4069486206,4069486229,106.6257738,10.8497043,106.6253664,10.8494989
Quốc lộ 1,tertiary,4069486229,4069486242,106.6253664,10.8494989,106.6252046,10.849423
Quốc lộ 1,tertiary,5738480242,5738480244,106.6034921,10.8264266,106.6035014,10.826517
Quốc lộ 1,tertiary,5738480244,5738480243,106.6035014,10.826517,106.6034907,10.8266409
Quốc lộ 1,tertiary,5738480243,5738480241,106.6034907,10.8266409,106.6034989,10.8266747
Quốc lộ 1,tertiary,5738480241,5737781397,106.6034989,10.8266747,106.6035993,10.8270881
Quốc lộ 1,tertiary,5737781397,5737781396,106.6035993,10.8270881,106.6038635,10.8281688
Quốc lộ 1,tertiary,5737781396,5740374580,106.6038635,10.8281688,106.6039574,10.8284525
Quốc lộ 1,tertiary,5740374580,5737781395,106.6039574,10.8284525,106.6041103,10.8289144
Quốc lộ 1,tertiary,5737781395,5737781394,106.6041103,10.8289144,106.6044214,10.8297495
Quốc lộ 1,tertiary,5737781394,5737781393,106.6044214,10.8297495,106.6047353,10.8303291
